27, 125, pa2-unknown-i-output1.txt
196.94, 191.85, 196.03
401.01, 405.90, 201.77
101.72, 101.64, 98.28
99.30, 99.20, 223.31
96.88, 96.76, 348.16
102.16, 226.49, 100.63
99.69, 224.22, 225.47
97.41, 221.68, 350.55
102.74, 351.64, 103.14
100.53, 349.25, 228.16
97.74, 346.79, 352.93
226.63, 101.12, 100.74
224.33, 98.57, 225.64
221.82, 96.11, 350.64
227.29, 226.05, 103.01
224.93, 223.68, 228.25
222.21, 221.34, 353.17
227.76, 350.92, 105.63
225.28, 348.61, 230.44
222.75, 346.00, 355.32
351.59, 100.53, 103.13
349.08, 98.14, 228.05
346.90, 95.85, 353.09
352.27, 225.36, 105.55
349.94, 222.93, 230.40
347.35, 220.42, 355.38
352.79, 350.29, 108.07
350.44, 348.01, 232.87
347.69, 345.47, 357.99
98.10, 99.36, 225.36
101.81, 98.61, 350.40
105.32, 98.07, 475.30
97.67, 224.38, 226.24
101.27, 223.74, 351.14
104.92, 223.10, 476.13
97.35, 349.33, 226.70
101.17, 348.69, 351.83
104.69, 347.93, 476.70
223.16, 99.60, 222.01
226.52, 99.17, 346.84
230.11, 98.36, 471.75
222.74, 224.70, 222.65
226.22, 224.04, 347.59
229.82, 223.54, 472.47
222.25, 349.70, 223.15
226.16, 348.96, 348.13
229.53, 348.14, 473.32
348.15, 99.97, 218.16
351.68, 99.20, 343.06
355.35, 98.72, 468.13
347.77, 224.90, 218.99
351.38, 224.46, 343.93
355.02, 223.82, 468.78
347.20, 350.21, 219.52
351.14, 349.33, 344.75
354.78, 348.43, 469.41
98.29, 102.03, 349.93
101.25, 101.83, 474.73
104.11, 101.99, 599.90
95.77, 226.97, 349.90
98.59, 226.78, 475.04
101.28, 227.03, 599.87
92.78, 351.82, 350.18
95.79, 351.71, 475.24
98.47, 351.86, 600.09
223.49, 104.90, 346.94
226.36, 104.58, 471.95
229.18, 104.48, 596.99
220.61, 229.66, 347.07
223.46, 229.56, 471.91
226.32, 229.54, 597.15
217.77, 354.78, 347.18
220.61, 354.67, 472.28
223.47, 354.75, 597.04
348.23, 107.74, 344.36
351.06, 107.35, 469.28
354.06, 107.53, 594.12
345.55, 232.43, 344.30
348.35, 232.43, 469.31
351.30, 232.41, 594.16
342.55, 357.45, 344.57
345.55, 357.59, 469.27
348.52, 357.30, 594.18
98.42, 101.30, 473.61
96.30, 99.62, 598.43
94.08, 97.83, 723.40
96.42, 226.19, 475.29
94.43, 224.52, 599.97
92.15, 222.80, 725.19
94.29, 351.44, 477.01
92.15, 349.38, 601.98
90.24, 347.67, 726.73
223.42, 103.24, 475.51
221.28, 101.53, 600.71
218.93, 99.71, 725.51
221.46, 228.12, 477.18
219.39, 226.48, 602.23
217.07, 224.80, 727.46
219.44, 353.22, 478.86
217.18, 351.44, 604.17
215.27, 349.55, 728.90
348.40, 105.13, 477.74
346.16, 103.56, 602.65
344.14, 101.77, 727.73
346.44, 230.15, 479.45
344.40, 228.32, 604.33
342.21, 226.63, 729.30
344.23, 354.99, 481.33
342.10, 353.40, 606.28
340.02, 351.53, 731.24
99.84, 98.32, 601.11
102.32, 98.90, 726.12
104.72, 99.38, 851.13
103.09, 223.42, 600.69
105.47, 223.80, 725.64
107.92, 224.33, 850.63
106.39, 348.46, 600.29
108.63, 348.90, 725.11
111.20, 349.15, 850.22
224.80, 95.30, 598.62
227.20, 95.79, 723.84
229.68, 96.01, 848.83
228.01, 220.30, 598.36
230.52, 220.73, 723.06
232.69, 220.96, 848.14
231.11, 344.96, 597.63
233.62, 345.70, 722.82
236.18, 345.87, 847.60
349.82, 91.94, 596.19
352.21, 92.41, 721.32
354.59, 92.96, 846.22
353.16, 216.94, 596.01
355.54, 217.42, 720.80
357.84, 217.94, 845.77
356.17, 341.79, 595.24
358.78, 342.45, 720.42
360.89, 342.96, 845.20
101.92, 224.19, 99.20
99.92, 223.53, 224.17
97.49, 223.24, 349.24
104.58, 349.07, 99.61
102.57, 348.46, 224.57
100.35, 348.11, 349.68
107.18, 474.10, 100.14
105.05, 473.54, 225.09
102.94, 472.93, 350.30
226.67, 221.42, 101.42
224.72, 221.10, 226.28
222.56, 220.53, 351.12
229.58, 346.45, 101.78
227.40, 346.00, 226.92
225.13, 345.40, 351.80
232.08, 471.30, 102.17
230.13, 470.92, 227.25
227.90, 470.20, 352.15
351.82, 218.91, 103.43
349.55, 218.42, 228.32
347.67, 217.92, 353.24
354.25, 343.84, 103.78
352.33, 343.26, 229.09
350.04, 342.87, 353.78
357.02, 468.58, 104.31
355.00, 468.16, 229.45
352.76, 467.75, 354.56
100.95, 226.70, 224.17
100.50, 224.26, 349.13
99.96, 221.67, 473.85
99.52, 351.82, 226.57
99.04, 349.24, 351.51
98.56, 346.79, 476.39
98.29, 476.82, 229.25
97.73, 474.12, 354.22
97.27, 471.59, 478.90
225.62, 228.22, 224.44
225.35, 225.74, 349.66
224.99, 223.10, 474.73
224.67, 353.03, 227.30
223.97, 350.66, 352.31
223.50, 347.96, 477.20
223.29, 478.15, 229.69
222.81, 475.33, 354.47
222.22, 473.15, 479.66
350.76, 229.47, 224.91
350.25, 226.83, 349.96
349.81, 224.26, 475.01
349.53, 354.42, 227.70
349.26, 351.90, 352.40
348.69, 349.28, 477.49
348.31, 479.27, 230.10
347.64, 476.68, 355.12
347.37, 474.20, 480.03
100.47, 224.61, 351.17
99.65, 224.81, 476.23
98.71, 225.07, 601.29
103.05, 349.62, 351.09
102.16, 349.72, 476.17
101.09, 349.78, 600.97
105.14, 474.76, 351.05
104.34, 474.80, 475.88
103.40, 474.85, 600.84
225.64, 222.22, 352.12
224.67, 222.58, 476.95
223.64, 222.81, 602.16
227.78, 347.40, 352.02
227.16, 347.50, 477.06
225.96, 347.61, 602.00
230.33, 472.50, 351.68
229.43, 472.33, 476.94
228.44, 472.70, 601.95
350.62, 219.95, 352.96
349.74, 220.08, 477.86
348.62, 220.42, 602.94
352.74, 344.90, 352.88
352.03, 345.27, 477.82
350.99, 345.08, 602.75
355.16, 470.01, 352.88
354.22, 470.09, 477.65
353.56, 470.12, 602.86
100.64, 225.75, 475.13
100.93, 227.75, 600.39
101.44, 230.23, 725.17
103.52, 350.37, 472.97
103.94, 352.86, 597.82
104.43, 355.04, 722.99
106.55, 475.45, 470.89
106.95, 477.87, 595.72
107.32, 479.83, 720.76
225.48, 222.46, 475.07
225.79, 224.69, 600.02
226.33, 226.87, 724.69
228.67, 347.65, 472.57
228.98, 349.84, 597.56
229.31, 351.88, 722.66
231.49, 472.58, 470.45
231.86, 474.75, 595.32
232.52, 477.08, 720.37
350.55, 219.48, 474.73
350.76, 221.98, 599.69
351.17, 224.12, 724.66
353.48, 344.37, 472.47
353.95, 346.73, 597.25
354.08, 349.15, 722.17
356.71, 469.40, 470.18
356.88, 471.65, 595.10
357.31, 473.72, 720.15
99.34, 224.18, 598.20
98.91, 223.86, 723.19
98.54, 223.78, 848.29
97.14, 349.22, 598.46
96.48, 349.09, 723.58
96.08, 348.70, 848.52
94.74, 474.33, 598.72
94.30, 473.93, 723.87
93.90, 473.67, 848.82
224.50, 226.74, 598.69
224.05, 226.49, 723.89
223.58, 226.25, 848.68
222.02, 351.47, 599.05
221.62, 351.30, 724.04
221.21, 351.06, 848.99
219.75, 476.36, 599.17
219.46, 476.37, 724.31
218.77, 476.04, 849.35
349.28, 228.87, 599.41
348.91, 228.63, 724.14
348.47, 228.26, 849.39
346.90, 353.82, 599.49
346.72, 353.47, 724.51
346.00, 353.54, 849.41
344.77, 478.82, 599.82
344.14, 478.44, 724.73
343.81, 478.40, 849.84
101.68, 350.10, 101.11
103.81, 350.79, 226.19
105.92, 351.42, 351.16
104.82, 475.09, 100.37
107.01, 475.73, 225.28
109.17, 476.51, 350.14
108.15, 600.10, 99.70
110.19, 600.73, 224.66
112.38, 601.45, 349.67
226.60, 347.09, 98.74
228.92, 347.60, 223.89
231.13, 348.26, 348.92
229.84, 471.89, 98.05
231.88, 472.49, 223.23
234.36, 473.09, 348.28
232.85, 596.95, 97.57
235.08, 597.42, 222.31
237.34, 598.36, 347.42
351.76, 343.73, 96.90
353.72, 344.42, 221.59
356.17, 345.26, 346.57
354.85, 468.91, 95.85
357.01, 469.52, 221.21
359.08, 470.11, 345.85
357.80, 593.66, 95.33
360.13, 594.43, 220.20
362.47, 594.85, 345.15
101.14, 348.92, 225.57
104.87, 345.95, 350.26
108.55, 342.90, 475.26
101.83, 473.98, 228.57
105.42, 470.65, 353.27
108.86, 467.79, 478.48
102.08, 598.95, 231.69
105.83, 595.61, 356.59
109.19, 592.85, 481.32
226.15, 348.60, 221.72
229.70, 345.38, 346.78
233.64, 342.60, 471.53
226.79, 473.65, 225.03
230.18, 470.63, 350.01
233.94, 467.32, 474.81
227.13, 598.47, 227.99
230.69, 595.38, 352.75
234.39, 592.24, 477.97
351.07, 348.19, 218.13
354.69, 345.16, 343.32
358.28, 342.24, 468.03
351.47, 473.23, 221.14
355.16, 470.26, 346.33
358.73, 467.04, 471.27
352.08, 598.34, 224.43
355.59, 595.13, 349.45
359.22, 592.08, 474.22
100.87, 349.33, 350.36
97.38, 353.37, 475.01
94.27, 356.98, 600.27
100.33, 474.55, 346.55
96.93, 478.06, 471.31
93.83, 481.78, 596.32
99.86, 599.47, 342.78
96.61, 602.89, 467.91
93.34, 606.82, 592.88
225.75, 350.06, 353.74
222.51, 353.61, 478.28
219.25, 357.39, 603.25
225.38, 474.82, 349.82
221.84, 478.57, 474.82
218.61, 482.32, 599.63
224.97, 599.78, 346.17
221.70, 603.44, 471.13
218.27, 607.16, 595.95
350.50, 350.38, 356.98
347.14, 354.21, 481.78
344.21, 357.80, 606.55
350.42, 475.34, 353.21
346.85, 479.01, 477.86
343.86, 482.90, 603.06
349.77, 600.17, 349.51
346.48, 603.95, 474.42
343.38, 607.87, 599.04
101.92, 350.99, 474.65
99.51, 352.29, 599.41
96.92, 353.85, 724.58
99.44, 475.90, 472.91
97.10, 477.30, 597.89
94.51, 479.03, 722.79
97.06, 600.83, 471.33
94.69, 602.27, 596.30
92.15, 603.78, 721.39
226.82, 353.29, 477.01
224.29, 355.04, 602.12
222.09, 356.36, 726.80
224.30, 478.35, 475.26
221.99, 479.74, 600.23
219.36, 481.25, 725.35
221.73, 603.26, 473.60
219.47, 604.64, 598.80
217.11, 606.33, 723.79
351.74, 355.91, 479.19
349.37, 357.49, 604.40
346.96, 358.73, 729.51
349.55, 480.68, 477.89
346.90, 482.12, 602.58
344.43, 483.78, 727.83
346.92, 605.86, 476.08
344.33, 607.18, 601.19
342.15, 608.94, 726.10
100.94, 350.75, 600.26
103.19, 350.40, 725.22
105.28, 350.10, 850.24
101.66, 475.71, 600.84
103.83, 475.34, 725.57
105.94, 474.97, 850.69
102.49, 600.77, 601.06
104.61, 600.24, 726.14
106.74, 599.85, 851.09
225.72, 349.77, 598.39
227.87, 349.43, 723.18
230.20, 349.20, 848.12
226.70, 475.15, 598.52
228.68, 474.50, 723.51
230.84, 474.20, 848.48
227.35, 599.97, 599.11
229.66, 599.60, 723.77
231.68, 599.01, 848.84
350.69, 349.13, 596.15
353.13, 348.96, 720.95
355.19, 348.35, 846.12
351.72, 474.20, 596.38
353.92, 473.97, 721.25
356.13, 473.42, 846.29
352.44, 599.19, 596.98
354.40, 598.96, 721.86
356.62, 598.39, 846.78
98.84, 476.63, 99.63
95.47, 473.20, 224.30
