27, 125, pa2-unknown-g-output1.txt
205.95, 205.79, 195.29
398.84, 408.57, 207.12
98.82, 100.24, 99.46
102.35, 97.23, 224.37
105.87, 94.23, 349.29
95.71, 225.16, 102.55
99.23, 222.16, 227.47
102.76, 219.15, 352.38
92.60, 350.08, 105.64
96.12, 347.08, 230.56
99.65, 344.07, 355.47
223.73, 103.43, 96.01
227.26, 100.43, 220.92
230.78, 97.43, 345.84
220.62, 228.36, 99.10
224.15, 225.35, 224.02
227.67, 222.35, 348.93
217.51, 353.28, 102.19
221.03, 350.28, 227.11
224.56, 347.27, 352.02
348.64, 106.63, 92.56
352.17, 103.63, 217.48
355.70, 100.62, 342.39
345.53, 231.56, 95.65
349.06, 228.55, 220.57
352.58, 225.55, 345.48
342.42, 356.48, 98.75
345.94, 353.47, 223.66
349.47, 350.47, 348.57
101.11, 99.43, 226.04
99.14, 98.27, 351.02
97.17, 97.10, 475.99
104.61, 224.38, 227.26
102.64, 223.21, 352.24
100.67, 222.05, 477.21
108.11, 349.32, 228.48
106.14, 348.16, 353.46
104.17, 346.99, 478.44
226.05, 95.92, 227.97
224.08, 94.75, 352.95
222.11, 93.59, 477.93
229.55, 220.86, 229.19
227.58, 219.70, 354.17
225.61, 218.53, 479.15
233.05, 345.81, 230.41
231.08, 344.64, 355.39
229.11, 343.48, 480.37
350.98, 92.40, 229.91
349.01, 91.23, 354.89
347.04, 90.07, 479.87
354.48, 217.34, 231.13
352.51, 216.18, 356.11
350.54, 215.01, 481.09
357.98, 342.29, 232.35
356.01, 341.12, 357.33
354.04, 339.96, 482.31
101.24, 101.03, 349.63
102.37, 102.83, 474.61
103.51, 104.64, 599.59
100.97, 226.01, 347.82
102.11, 227.82, 472.80
103.24, 229.63, 597.78
100.70, 351.00, 346.01
101.84, 352.81, 470.99
102.98, 354.62, 595.98
226.23, 101.28, 348.48
227.37, 103.09, 473.47
228.51, 104.89, 598.45
225.96, 226.26, 346.68
227.10, 228.07, 471.66
228.24, 229.88, 596.64
225.70, 351.25, 344.87
226.83, 353.06, 469.85
227.97, 354.87, 594.83
351.23, 101.53, 347.34
352.36, 103.34, 472.32
353.50, 105.15, 597.31
350.96, 226.52, 345.54
352.10, 228.32, 470.52
353.23, 230.13, 595.50
350.69, 351.50, 343.73
351.83, 353.31, 468.71
352.96, 355.12, 593.69
101.31, 98.93, 474.38
97.61, 96.74, 599.31
93.90, 94.54, 724.24
104.19, 223.87, 476.66
100.48, 221.68, 601.59
96.78, 219.49, 726.51
107.07, 348.82, 478.94
103.36, 346.63, 603.86
99.65, 344.44, 728.79
226.22, 95.98, 478.04
222.52, 93.79, 602.96
218.81, 91.60, 727.89
229.10, 220.93, 480.32
225.39, 218.74, 605.24
221.69, 216.55, 730.17
231.98, 345.88, 482.59
228.27, 343.69, 607.52
224.57, 341.49, 732.44
351.14, 93.04, 481.69
347.43, 90.85, 606.62
343.72, 88.66, 731.54
354.01, 217.99, 483.97
350.31, 215.80, 608.90
346.60, 213.60, 733.82
356.89, 342.93, 486.25
353.18, 340.74, 611.17
349.48, 338.55, 736.10
99.82, 100.66, 599.72
100.72, 102.02, 724.71
101.62, 103.37, 849.70
96.91, 225.62, 598.39
97.81, 226.98, 723.38
98.71, 228.33, 848.37
94.01, 350.58, 597.05
94.91, 351.94, 722.04
95.81, 353.29, 847.03
224.78, 103.56, 598.79
225.68, 104.91, 723.78
226.58, 106.27, 848.77
221.88, 228.52, 597.45
222.78, 229.87, 722.44
223.68, 231.23, 847.43
218.97, 353.47, 596.12
219.87, 354.83, 721.11
220.77, 356.18, 846.10
349.74, 106.45, 597.86
350.64, 107.81, 722.85
351.54, 109.16, 847.83
346.84, 231.41, 596.52
347.74, 232.77, 721.51
348.64, 234.12, 846.50
343.93, 356.37, 595.19
344.83, 357.72, 720.18
345.74, 359.08, 845.17
98.76, 225.01, 98.82
97.19, 223.65, 223.80
95.62, 222.29, 348.78
98.53, 350.01, 100.18
96.96, 348.65, 225.16
95.39, 347.29, 350.14
98.29, 475.00, 101.53
96.72, 473.64, 226.51
95.15, 472.28, 351.50
223.75, 225.23, 100.39
222.18, 223.87, 225.37
220.61, 222.51, 350.36
223.52, 350.22, 101.75
221.95, 348.86, 226.73
220.38, 347.51, 351.71
223.28, 475.22, 103.10
221.71, 473.86, 228.09
220.14, 472.50, 353.07
348.74, 225.45, 101.96
347.17, 224.09, 226.95
345.60, 222.73, 351.93
348.51, 350.44, 103.32
346.94, 349.08, 228.30
345.37, 347.72, 353.28
348.27, 475.43, 104.68
346.70, 474.08, 229.66
345.13, 472.72, 354.64
99.50, 225.18, 224.33
99.21, 228.15, 349.30
98.91, 231.13, 474.26
98.69, 350.14, 221.36
98.39, 353.11, 346.32
98.10, 356.09, 471.28
97.88, 475.10, 218.38
97.58, 478.08, 343.34
97.29, 481.05, 468.31
224.50, 226.00, 224.61
224.20, 228.97, 349.57
223.91, 231.95, 474.54
223.69, 350.96, 221.63
223.39, 353.93, 346.60
223.10, 356.91, 471.56
222.88, 475.92, 218.66
222.58, 478.90, 343.62
222.28, 481.87, 468.59
349.50, 226.82, 224.89
349.20, 229.79, 349.85
348.90, 232.77, 474.82
348.69, 351.78, 221.91
348.39, 354.75, 346.87
348.09, 357.73, 471.84
347.87, 476.74, 218.93
347.58, 479.72, 343.90
347.28, 482.69, 468.86
99.49, 224.68, 348.86
97.79, 227.42, 473.82
96.10, 230.17, 598.78
97.56, 349.64, 346.09
95.86, 352.38, 471.05
94.17, 355.12, 596.01
95.63, 474.59, 343.32
93.93, 477.33, 468.28
92.24, 480.08, 593.24
224.46, 226.65, 350.51
222.77, 229.39, 475.47
221.07, 232.13, 600.43
222.53, 351.60, 347.74
220.84, 354.35, 472.70
219.14, 357.09, 597.66
220.60, 476.56, 344.97
218.91, 479.30, 469.93
217.21, 482.04, 594.89
349.43, 228.61, 352.16
347.74, 231.36, 477.12
346.05, 234.10, 602.08
347.50, 353.57, 349.39
345.81, 356.31, 474.35
344.12, 359.05, 599.31
345.57, 478.52, 346.62
343.88, 481.27, 471.58
342.19, 484.01, 596.54
101.44, 224.03, 474.08
102.26, 221.06, 599.04
103.07, 218.08, 724.00
105.14, 348.94, 477.03
105.95, 345.97, 601.99
106.76, 342.99, 726.95
108.83, 473.85, 479.98
109.64, 470.88, 604.94
110.46, 467.90, 729.90
226.39, 220.36, 473.18
227.20, 217.38, 598.14
228.01, 214.41, 723.10
230.08, 345.27, 476.13
230.89, 342.29, 601.09
231.71, 339.32, 726.05
233.77, 470.18, 479.08
234.59, 467.20, 604.04
235.40, 464.23, 729.00
351.33, 216.69, 472.28
352.14, 213.71, 597.24
352.96, 210.73, 722.20
355.02, 341.60, 475.23
355.84, 338.62, 600.19
356.65, 335.64, 725.15
358.71, 466.51, 478.18
359.53, 463.53, 603.14
360.34, 460.56, 728.10
99.69, 223.64, 599.95
102.14, 221.81, 724.91
104.59, 219.97, 849.87
96.28, 348.58, 601.85
98.73, 346.75, 726.81
101.18, 344.91, 851.77
92.88, 473.52, 603.75
95.33, 471.69, 728.71
97.77, 469.85, 853.67
224.62, 227.09, 597.55
227.07, 225.25, 722.51
229.52, 223.42, 847.48
221.21, 352.02, 599.45
223.66, 350.19, 724.41
226.11, 348.36, 849.38
217.81, 476.96, 601.35
220.26, 475.13, 726.31
222.70, 473.30, 851.28
349.55, 230.53, 595.15
352.00, 228.69, 720.12
354.45, 226.86, 845.08
346.14, 355.47, 597.05
348.59, 353.63, 722.02
351.04, 351.80, 846.98
342.74, 480.41, 598.95
345.18, 478.57, 723.92
347.63, 476.74, 848.88
99.97, 348.53, 100.15
98.98, 352.11, 225.09
98.00, 355.68, 350.04
102.60, 473.46, 96.60
101.62, 477.03, 221.54
100.63, 480.60, 346.49
105.24, 598.38, 93.05
104.26, 601.95, 217.99
103.27, 605.52, 342.94
224.93, 345.93, 101.21
223.95, 349.50, 226.15
222.96, 353.07, 351.10
227.57, 470.85, 97.66
226.59, 474.42, 222.60
225.60, 477.99, 347.55
230.21, 595.77, 94.11
229.22, 599.34, 219.05
228.24, 602.91, 344.00
349.90, 343.32, 102.27
348.92, 346.89, 227.21
347.93, 350.46, 352.16
352.54, 468.24, 98.72
351.55, 471.81, 223.66
350.57, 475.38, 348.61
355.18, 593.16, 95.17
354.19, 596.73, 220.11
353.21, 600.30, 345.06
98.34, 351.33, 225.04
95.64, 347.63, 349.96
92.93, 343.94, 474.88
